scale	run	baseline_time_ms	patched_time_ms	baseline_ns_per_pixel	patched_ns_per_pixel	speedup_percent
4.73	2	17.3120	12.5439	10.0746	7.2998	38.012
4.73	3	17.2400	12.5530	10.0327	7.3051	37.338
4.73	median	17.2400	12.5439	10.0327	7.2998	37.438
4.74	1	17.3120	12.5921	10.0281	7.2941	37.482
4.74	2	17.3290	12.5639	10.0380	7.2778	37.926
4.74	3	17.3709	12.6171	10.0623	7.3086	37.678
4.74	median	17.3290	12.5921	10.0380	7.2941	37.618
4.75	1	17.3252	12.6081	9.9984	7.2761	37.414
4.75	2	17.4060	12.6290	10.0450	7.2882	37.826
4.75	3	17.4031	12.6672	10.0434	7.3102	37.389
4.75	median	17.4031	12.6290	10.0434	7.2882	37.804
4.76	1	17.3419	12.6779	9.9708	7.2892	36.789
4.76	2	17.5209	12.6569	10.0737	7.2772	38.428
4.76	3	17.4599	12.6839	10.0386	7.2927	37.653
4.76	median	17.4599	12.6779	10.0386	7.2892	37.719
4.77	1	17.4341	12.7230	9.9779	7.2816	37.029
4.77	2	17.5879	12.7149	10.0659	7.2770	38.325
4.77	3	17.5231	12.7399	10.0288	7.2913	37.545
4.77	median	17.5231	12.7230	10.0288	7.2816	37.728
4.78	1	17.4661	12.7511	9.9527	7.2660	36.976
4.78	2	17.6220	12.7480	10.0415	7.2642	38.233
4.78	3	17.6160	12.7761	10.0381	7.2802	37.882
4.78	median	17.6160	12.7511	10.0381	7.2660	38.152
4.79	1	17.6091	12.8191	9.9884	7.2714	37.366
4.79	2	17.6940	12.8169	10.0366	7.2701	38.053
4.79	3	17.6499	12.8300	10.0116	7.2776	37.567
4.79	median	17.6499	12.8191	10.0116	7.2714	37.685
4.80	1	17.6442	12.8381	9.9714	7.2553	37.436
4.80	2	17.7310	12.8400	10.0205	7.2564	38.092
4.80	3	17.7171	12.8629	10.0127	7.2694	37.738
4.80	median	17.7171	12.8400	10.0127	7.2564	37.984
4.81	1	17.6740	12.9430	9.9515	7.2877	36.552
4.81	2	17.8499	12.9359	10.0506	7.2837	37.988
4.81	3	17.8092	12.9490	10.0276	7.2911	37.532
4.81	median	17.8092	12.9430	10.0276	7.2877	37.596
4.82	1	17.8049	13.0179	9.9798	7.2966	36.773
4.82	2	17.9441	12.9912	10.0578	7.2817	38.124
4.82	3	17.8831	13.0401	10.0236	7.3091	37.139
4.82	median	17.8831	13.0179	10.0236	7.2966	37.374
4.83	1	17.8342	13.0150	9.9531	7.2636	37.027
4.83	2	17.9942	13.0222	10.0424	7.2676	38.180
4.83	3	17.9780	13.0422	10.0334	7.2788	37.844
4.83	median	17.9780	13.0222	10.0334	7.2676	38.057
4.84	1	17.9849	13.1080	9.9919	7.2825	37.204
4.84	2	18.0581	13.0689	10.0326	7.2608	38.175
4.84	3	18.0681	13.1099	10.0382	7.2835	37.821
4.84	median	18.0581	13.1080	10.0326	7.2825	37.763
4.85	1	18.0089	13.1140	9.9688	7.2592	37.326
4.85	2	18.1179	13.1290	10.0291	7.2675	37.999
4.85	3	18.0969	13.1509	10.0175	7.2797	37.609
4.85	median	18.0969	13.1290	10.0175	7.2675	37.840
4.86	1	18.0199	13.1629	9.9386	7.2597	36.901
4.86	2	18.1820	13.1629	10.0280	7.2597	38.132
4.86	3	18.1642	13.1950	10.0181	7.2775	37.659
4.86	median	18.1642	13.1629	10.0181	7.2597	37.996
4.87	1	18.1592	13.2229	9.9704	7.2602	37.330
4.87	2	18.2950	13.2048	10.0450	7.2502	38.548
4.87	3	18.2261	13.2778	10.0072	7.2903	37.267
4.87	median	18.2261	13.2229	10.0072	7.2602	37.836
4.88	1	18.2312	13.2971	9.9673	7.2697	37.107
4.88	2	18.3570	13.2580	10.0361	7.2484	38.460
4.88	3	18.3260	13.3309	10.0191	7.2882	37.470
4.88	median	18.3260	13.2971	10.0191	7.2697	37.820
4.89	1	18.3189	13.3049	9.9705	7.2415	37.686
4.89	2	18.4300	13.3200	10.0310	7.2497	38.364
4.89	3	18.4388	13.3331	10.0358	7.2568	38.295
4.89	median	18.4300	13.3200	10.0310	7.2497	38.364
4.90	1	18.4021	13.3388	9.9796	7.2338	37.958
4.90	2	18.4860	13.3810	10.0251	7.2566	38.151
4.90	3	18.4591	13.3820	10.0105	7.2572	37.939
4.90	median	18.4591	13.3810	10.0105	7.2566	37.950
4.91	1	18.4031	13.4368	9.9442	7.2606	36.961
4.91	2	18.5339	13.4559	10.0149	7.2709	37.739
4.91	3	18.5061	13.4950	9.9998	7.2921	37.132
4.91	median	18.5061	13.4559	9.9998	7.2709	37.532
4.92	1	18.5301	13.4959	9.9684	7.2602	37.302
4.92	2	18.6660	13.4990	10.0415	7.2619	38.276
4.92	3	18.6589	13.5221	10.0376	7.2743	37.987
4.92	median	18.6589	13.4990	10.0376	7.2619	38.223
4.93	1	18.5552	13.5412	9.9397	7.2538	37.027
4.93	2	18.7240	13.5520	10.0301	7.2596	38.163
4.93	3	18.6901	13.5748	10.0120	7.2718	37.683
4.93	median	18.6901	13.5520	10.0120	7.2596	37.914
4.94	1	18.6801	13.6058	9.9624	7.2562	37.295
4.94	2	18.8272	13.5999	10.0408	7.2530	38.437
4.94	3	18.7790	13.6330	10.0151	7.2707	37.746
4.94	median	18.7790	13.6058	10.0151	7.2562	38.021
4.95	1	18.7671	13.6380	9.9730	7.2474	37.608
4.95	2	18.8661	13.6340	10.0256	7.2452	38.376
4.95	3	18.8811	13.6790	10.0336	7.2691	38.031
4.95	median	18.8661	13.6380	10.0256	7.2474	38.334
4.96	1	18.7871	13.6819	9.9480	7.2447	37.314
4.96	2	18.9090	13.7339	10.0125	7.2723	37.680
4.96	3	18.9071	13.7119	10.0115	7.2606	37.888
4.96	median	18.9071	13.7119	10.0115	7.2606	37.888
4.97	1	18.9030	13.7298	9.9654	7.2381	37.680
4.97	2	19.0520	13.7250	10.0439	7.2356	38.812
4.97	3	19.0361	13.7651	10.0355	7.2567	38.293
4.97	median	19.0361	13.7298	10.0355	7.2381	38.648
4.98	1	18.9631	13.7830	9.9553	7.2358	37.584
4.98	2	19.1250	13.8111	10.0403	7.2506	38.475
4.98	3	19.0971	13.8202	10.0256	7.2553	38.183
4.98	median	19.0971	13.8111	10.0256	7.2506	38.273
4.99	1	19.0370	13.8459	9.9503	7.2370	37.492
4.99	2	19.2032	13.8340	10.0372	7.2308	38.812
4.99	3	19.1641	13.8700	10.0167	7.2496	38.169
4.99	median	19.1641	13.8459	10.0167	7.2370	38.410
5.00	1	19.1169	13.8791	9.9567	7.2287	37.738
5.00	2	19.2461	13.8690	10.0240	7.2235	38.769
5.00	3	19.1891	13.8988	9.9943	7.2390	38.062
5.00	median	19.1891	13.8791	9.9943	7.2287	38.259
5.01	1	19.1309	13.9620	9.9288	7.2462	37.021
5.01	2	19.2878	13.9620	10.0103	7.2462	38.146
5.01	3	19.2511	14.0071	9.9912	7.2696	37.438
5.01	median	19.2511	13.9620	9.9912	7.2462	37.882
5.02	1	19.2440	14.0071	9.9440	7.2379	37.388
5.02	2	19.4590	14.0312	10.0551	7.2504	38.683
5.02	3	19.4321	14.0772	10.0412	7.2742	38.039
5.02	median	19.4321	14.0312	10.0412	7.2504	38.492
5.03	1	19.2950	14.0870	9.9291	7.2491	36.970
5.03	2	19.4912	14.0650	10.0301	7.2378	38.579
5.03	3	19.4509	14.1160	10.0094	7.2641	37.793
5.03	median	19.4509	14.0870	10.0094	7.2491	38.078
5.04	1	19.4280	14.1170	9.9543	7.2331	37.621
5.04	2	19.5360	14.1239	10.0096	7.2366	38.319
5.04	3	19.5289	14.2150	10.0059	7.2833	37.381
5.04	median	19.5289	14.1239	10.0059	7.2366	38.268
5.05	1	19.4700	14.1580	9.9408	7.2287	37.519
5.05	2	19.5959	14.1721	10.0051	7.2358	38.272
5.05	3	19.5909	14.2138	10.0025	7.2572	37.829
5.05	median	19.5909	14.1721	10.0025	7.2358	38.236
5.06	1	19.4929	14.1990	9.9177	7.2243	37.283
5.06	2	19.6452	14.2019	9.9952	7.2257	38.328
5.06	3	19.5420	14.2570	9.9427	7.2537	37.071
5.06	median	19.5420	14.2019	9.9427	7.2257	37.602
5.07	1	19.6381	14.2572	9.9485	7.2226	37.741
5.07	2	19.7492	14.3311	10.0048	7.2600	37.807
5.07	3	19.8100	14.2939	10.0356	7.2412	38.590
5.07	median	19.7492	14.2939	10.0048	7.2412	38.165
5.08	1	19.6650	14.3020	9.9213	7.2156	37.498
5.08	2	19.8269	14.2970	10.0030	7.2131	38.678
5.08	3	19.8720	14.3390	10.0257	7.2343	38.586
5.08	median	19.8269	14.3020	10.0030	7.2156	38.630
5.09	1	19.7999	14.3480	9.9465	7.2078	37.996
5.09	2	19.9111	14.3619	10.0023	7.2147	38.638
5.09	3	19.9201	14.3960	10.0069	7.2318	38.374
5.09	median	19.9111	14.3619	10.0023	7.2147	38.638
5.10	1	19.8488	14.4329	9.9365	7.2252	37.526
5.10	2	20.0012	14.3969	10.0128	7.2072	38.928
5.10	3	19.9730	14.4491	9.9987	7.2334	38.230
5.10	median	19.9730	14.4329	9.9987	7.2252	38.386
5.11	1	19.8772	14.5011	9.9162	7.2342	37.074
5.11	2	20.0639	14.5180	10.0094	7.2427	38.200
5.11	3	20.0391	14.5540	9.9970	7.2606	37.688
5.11	median	20.0391	14.5180	9.9970	7.2427	38.029
5.12	1	20.0300	14.5531	9.9498	7.2292	37.633
5.12	2	20.1311	14.5478	10.0000	7.2266	38.378
5.12	3	20.1380	14.5912	10.0035	7.2481	38.015
5.12	median	20.1311	14.5531	10.0000	7.2292	38.328
5.13	1	20.0529	14.5891	9.9208	7.2177	37.451
5.13	2	20.2239	14.6160	10.0054	7.2310	38.368
5.13	3	20.2341	14.6301	10.0104	7.2379	38.305
5.13	median	20.2239	14.6160	10.0054	7.2310	38.368
5.14	1	20.1759	14.6720	9.9392	7.2279	37.512
5.14	2	20.3080	14.6501	10.0043	7.2171	38.619
5.14	3	20.3390	14.7209	10.0196	7.2519	38.165
5.14	median	20.3080	14.6720	10.0043	7.2279	38.412
5.15	1	20.3118	14.6868	9.9718	7.2103	38.299
5.15	2	20.3600	14.6961	9.9954	7.2148	38.540
5.15	3	20.3371	14.7481	9.9842	7.2404	37.896
5.15	median	20.3371	14.6961	9.9842	7.2148	38.385
5.16	1	20.2858	14.7581	9.9249	7.2204	37.456
5.16	2	20.4420	14.7600	10.0013	7.2214	38.495
5.16	3	20.3941	14.7820	9.9778	7.2321	37.965
5.16	median	20.3941	14.7600	9.9778	7.2214	38.170
5.17	1	20.3841	14.8010	9.9308	7.2108	37.721
5.17	2	20.5469	14.7970	10.0101	7.2088	38.859
5.17	3	20.5190	14.8740	9.9965	7.2464	37.951
5.17	median	20.5190	14.8010	9.9965	7.2108	38.632
5.18	1	20.4458	14.8499	9.9209	7.2056	37.683
5.18	2	20.6120	14.8590	10.0015	7.2100	38.717
5.18	3	20.5829	14.8940	9.9874	7.2270	38.196
5.18	median	20.5829	14.8590	9.9874	7.2100	38.521
5.19	1	20.5770	14.8911	9.9424	7.1952	38.181
5.19	2	20.7589	14.8950	10.0303	7.1970	39.368
5.19	3	20.7109	14.9610	10.0072	7.2289	38.433
5.19	median	20.7109	14.8950	10.0072	7.1970	39.047
5.20	1	20.6439	14.9441	9.9409	7.1962	38.141
5.20	2	20.7779	14.9539	10.0054	7.2009	38.947
5.20	3	20.7350	14.9729	9.9847	7.2101	38.482
5.20	median	20.7350	14.9539	9.9847	7.2009	38.659
5.21	1	20.6320	15.0409	9.9014	7.2182	37.173
5.21	2	20.7961	15.0530	9.9801	7.2240	38.152
5.21	3	20.8039	15.0969	9.9839	7.2451	37.802
5.21	median	20.7961	15.0530	9.9801	7.2240	38.152
5.22	1	20.7629	15.0788	9.9225	7.2061	37.696
5.22	2	20.9441	15.0990	10.0091	7.2158	38.711
5.22	3	20.9210	15.1610	9.9980	7.2454	37.991
5.22	median	20.9210	15.0990	9.9980	7.2158	38.557
5.23	1	20.7779	15.1541	9.8902	7.2133	37.111
5.23	2	20.9720	15.1391	9.9825	7.2061	38.528
5.23	3	20.9870	15.2040	9.9897	7.2370	38.036
5.23	median	20.9720	15.1541	9.9825	7.2133	38.390
5.24	1	20.9689	15.1908	9.9394	7.2006	38.036
5.24	2	21.0791	15.1992	9.9917	7.2045	38.687
5.24	3	21.0891	15.2760	9.9964	7.2409	38.055
5.24	median	21.0791	15.1992	9.9917	7.2045	38.687
5.25	1	21.0111	15.2419	9.9259	7.2004	37.852
5.25	2	21.1778	15.2519	10.0046	7.2052	38.852
5.25	3	21.1711	15.3310	10.0015	7.2426	38.093
5.25	median	21.1711	15.2519	10.0015	7.2052	38.809
5.26	1	20.9959	15.2960	9.8853	7.2017	37.263
5.26	2	21.2710	15.2972	10.0148	7.2022	39.052
5.26	3	21.2281	15.3570	9.9946	7.2304	38.230
5.26	median	21.2281	15.2972	9.9946	7.2022	38.771
5.27	1	21.1909	15.3360	9.9358	7.1906	38.178
5.27	2	21.3439	15.3768	10.0075	7.2097	38.806
5.27	3	21.3141	15.4061	9.9936	7.2235	38.348
5.27	median	21.3141	15.3768	9.9936	7.2097	38.613
5.28	1	21.1780	15.4111	9.8906	7.1973	37.421
5.28	2	21.3811	15.3968	9.9854	7.1906	38.867
5.28	3	21.3940	15.4459	9.9915	7.2136	38.509
5.28	median	21.3811	15.4111	9.9854	7.1973	38.738
5.29	1	21.2970	15.4510	9.9051	7.1861	37.837
5.29	2	21.4741	15.4450	9.9875	7.1834	39.036
5.29	3	21.4970	15.5411	9.9981	7.2280	38.325
5.29	median	21.4741	15.4510	9.9875	7.1861	38.984
5.30	1	21.4241	15.4881	9.9309	7.1794	38.325
5.30	2	21.5569	15.5330	9.9925	7.2002	38.781
5.30	3	21.5130	15.5931	9.9721	7.2280	37.965
5.30	median	21.5130	15.5330	9.9721	7.2002	38.498
5.31	1	21.3702	15.5830	9.8729	7.1993	37.137
5.31	2	21.5888	15.5911	9.9739	7.2030	38.469
5.31	3	21.5709	15.6589	9.9657	7.2343	37.756
5.31	median	21.5709	15.5911	9.9657	7.2030	38.355
5.32	1	21.5399	15.6481	9.9105	7.1997	37.652
5.32	2	21.7030	15.6629	9.9855	7.2065	38.562
5.32	3	21.7900	15.7521	10.0255	7.2475	38.330
5.32	median	21.7030	15.6629	9.9855	7.2065	38.562
5.33	1	21.6000	15.6839	9.8993	7.1879	37.722
5.33	2	21.7500	15.7001	9.9680	7.1954	38.533
5.33	3	21.7919	15.7969	9.9873	7.2397	37.952
5.33	median	21.7500	15.7001	9.9680	7.1954	38.533
5.34	1	21.7271	15.7580	9.9168	7.1924	37.879
5.34	2	21.9271	15.7490	10.0081	7.1882	39.230
5.34	3	21.8840	15.8560	9.9884	7.2371	38.017
5.34	median	21.8840	15.7580	9.9884	7.1924	38.874
5.35	1	21.7969	15.8000	9.9158	7.1877	37.955
5.35	2	21.9362	15.7950	9.9791	7.1854	38.880
5.35	3	21.9738	15.9180	9.9963	7.2414	38.044
5.35	median	21.9362	15.8000	9.9791	7.1877	38.836
5.36	1	21.7919	15.8560	9.8808	7.1893	37.438
5.36	2	21.9541	15.8570	9.9543	7.1898	38.450
5.36	3	21.9929	15.9349	9.9719	7.2251	38.017
5.36	median	21.9541	15.8570	9.9543	7.1898	38.450
5.37	1	21.9841	15.9109	9.9273	7.1848	38.171
5.37	2	22.1159	15.9411	9.9869	7.1985	38.736
5.37	3	22.1739	15.9671	10.0130	7.2103	38.871
5.37	median	22.1159	15.9411	9.9869	7.1985	38.736
5.38	1	21.9638	15.9559	9.8798	7.1773	37.653
5.38	2	22.1560	15.9781	9.9663	7.1873	38.665
5.38	3	22.1510	16.0220	9.9640	7.2070	38.254
5.38	median	22.1510	15.9781	9.9640	7.1873	38.633
5.39	1	22.1310	15.9991	9.9146	7.1676	38.325
5.39	2	22.2881	16.0429	9.9850	7.1872	38.928
5.39	3	22.3091	16.1128	9.9944	7.2185	38.455
5.39	median	22.2881	16.0429	9.9850	7.1872	38.928
5.40	1	22.1548	16.0620	9.8928	7.1722	37.933
5.40	2	22.3348	16.0599	9.9732	7.1712	39.073
5.40	3	22.3501	16.1312	9.9800	7.2031	38.551
5.40	median	22.3348	16.0620	9.9732	7.1722	39.054
5.41	1	22.1591	16.1488	9.8623	7.1873	37.218
5.41	2	22.4071	16.1889	9.9727	7.2052	38.410
5.41	3	22.3970	16.2568	9.9682	7.2354	37.770
5.41	median	22.3970	16.1889	9.9682	7.2052	38.347
5.42	1	22.3432	16.2039	9.9042	7.1828	37.888
5.42	2	22.5370	16.2120	9.9901	7.1864	39.014
5.42	3	22.5990	16.3140	10.0176	7.2316	38.525
5.42	median	22.5370	16.2120	9.9901	7.1864	39.014
5.43	1	22.3451	16.2601	9.8671	7.1801	37.423
5.43	2	22.5751	16.3200	9.9686	7.2065	38.328
5.43	3	22.6021	16.3600	9.9805	7.2242	38.154
5.43	median	22.5751	16.3200	9.9686	7.2065	38.328
5.44	1	22.5921	16.3419	9.9361	7.1872	38.247
5.44	2	22.6700	16.3181	9.9703	7.1767	38.926
5.44	3	22.7358	16.4392	9.9993	7.2300	38.303
5.44	median	22.6700	16.3419	9.9703	7.1872	38.723
5.45	1	22.6660	16.3610	9.9362	7.1723	38.536
5.45	2	22.7289	16.3679	9.9638	7.1753	38.862
5.45	3	22.7201	16.5191	9.9599	7.2415	37.539
5.45	median	22.7201	16.3679	9.9599	7.1753	38.808
5.46	1	22.6681	16.4158	9.9049	7.1730	38.086
5.46	2	22.7361	16.4571	9.9346	7.1910	38.153
5.46	3	22.8031	16.4931	9.9639	7.2067	38.259
5.46	median	22.7361	16.4571	9.9346	7.1910	38.153
5.47	1	22.8329	16.4909	9.9371	7.1770	38.458
5.47	2	22.8989	16.4962	9.9658	7.1793	38.813
5.47	3	22.9321	16.5431	9.9802	7.1997	38.620
5.47	median	22.8989	16.4962	9.9658	7.1793	38.813
5.48	1	22.8570	16.5401	9.9098	7.1710	38.193
5.48	2	22.9471	16.5300	9.9488	7.1667	38.820
5.48	3	22.9740	16.5961	9.9605	7.1953	38.431
5.48	median	22.9471	16.5401	9.9488	7.1710	38.737
5.49	1	22.9740	16.5920	9.9209	7.1649	38.465
5.49	2	23.0649	16.5880	9.9601	7.1632	39.045
5.49	3	23.1459	16.6819	9.9951	7.2037	38.750
5.49	median	23.0649	16.5920	9.9601	7.1649	39.012
5.50	1	23.0162	16.6221	9.9071	7.1548	38.468
5.50	2	23.1180	16.6450	9.9509	7.1647	38.888
5.50	3	23.1979	16.7260	9.9853	7.1996	38.692
5.50	median	23.1180	16.6450	9.9509	7.1647	38.888
5.51	1	23.1020	16.7391	9.9121	7.1821	38.011
5.51	2	23.1581	16.7520	9.9362	7.1876	38.241
5.51	3	23.1888	16.8319	9.9494	7.2219	37.767
5.51	median	23.1581	16.7520	9.9362	7.1876	38.241
5.52	1	23.1891	16.7890	9.9101	7.1749	38.122
5.52	2	23.3181	16.7980	9.9652	7.1788	38.814
5.52	3	23.3760	16.8979	9.9900	7.2215	38.337
5.52	median	23.3181	16.7980	9.9652	7.1788	38.814
5.53	1	23.2441	16.8450	9.8962	7.1718	37.988
5.53	2	23.3741	16.8571	9.9515	7.1769	38.660
5.53	3	23.3920	16.9470	9.9592	7.2152	38.031
5.53	median	23.3741	16.8571	9.9515	7.1769	38.660
5.54	1	23.3979	16.9108	9.9224	7.1714	38.361
5.54	2	23.4640	16.9182	9.9504	7.1745	38.691
5.54	3	23.5410	17.0162	9.9831	7.2161	38.345
5.54	median	23.4640	16.9182	9.9504	7.1745	38.691
5.55	1	23.4361	16.9549	9.9069	7.1672	38.226
5.55	2	23.3259	16.9950	9.8603	7.1841	37.252
5.55	3	23.5209	17.0841	9.9428	7.2218	37.678
5.55	median	23.4361	16.9950	9.9069	7.1841	37.900
5.56	1	23.4818	17.0021	9.8947	7.1643	38.111
5.56	2	23.5431	17.0009	9.9205	7.1638	38.481
5.56	3	23.5832	17.0889	9.9373	7.2008	38.003
5.56	median	23.5431	17.0021	9.9205	7.1643	38.471
5.57	1	23.6402	17.0810	9.9223	7.1693	38.400
5.57	2	23.7319	17.0760	9.9608	7.1672	38.978
5.57	3	23.7591	17.1390	9.9722	7.1936	38.626
5.57	median	23.7319	17.0810	9.9608	7.1693	38.937
5.58	1	23.7329	17.1289	9.9240	7.1626	38.553
5.58	2	23.7830	17.1192	9.9450	7.1585	38.926
5.58	3	23.7648	17.2081	9.9374	7.1957	38.102
5.58	median	23.7648	17.1289	9.9374	7.1626	38.740
5.59	1	23.8109	17.1630	9.9177	7.1488	38.732
5.59	2	23.9050	17.1700	9.9570	7.1516	39.228
5.59	3	23.9220	17.2820	9.9640	7.1983	38.422
5.59	median	23.9050	17.1700	9.9570	7.1516	39.228
5.60	1	23.8330	17.2551	9.8956	7.1644	38.122
5.60	2	23.9010	17.2338	9.9238	7.1556	38.686
5.60	3	23.9389	17.3171	9.9396	7.1901	38.240
5.60	median	23.9010	17.2551	9.9238	7.1644	38.515
5.61	1	23.9060	17.3039	9.8946	7.1620	38.154
5.61	2	23.9811	17.3318	9.9257	7.1736	38.364
5.61	3	23.9990	17.4291	9.9331	7.2138	37.696
5.61	median	23.9811	17.3318	9.9257	7.1736	38.364
5.62	1	24.0550	17.3841	9.9175	7.1672	38.373
5.62	2	24.1141	17.3800	9.9419	7.1655	38.747
5.62	3	24.1389	17.4599	9.9521	7.1985	38.252
5.62	median	24.1141	17.3841	9.9419	7.1672	38.714
5.63	1	24.1148	17.4310	9.9055	7.1600	38.345
5.63	2	24.1621	17.4460	9.9248	7.1662	38.495
5.63	3	24.2209	17.5371	9.9490	7.2036	38.111
5.63	median	24.1621	17.4460	9.9248	7.1662	38.495
5.64	1	24.2560	17.4980	9.9248	7.1597	38.620
5.64	2	24.2710	17.5309	9.9310	7.1731	38.448
5.64	3	24.3602	17.5929	9.9675	7.1985	38.466
5.64	median	24.2710	17.5309	9.9310	7.1731	38.448
5.65	1	24.3061	17.5660	9.9142	7.1650	38.370
5.65	2	24.3800	17.6070	9.9443	7.1817	38.467
5.65	3	24.4040	17.6470	9.9541	7.1980	38.290
5.65	median	24.3800	17.6070	9.9443	7.1817	38.467
5.66	1	24.3049	17.6070	9.8827	7.1592	38.042
5.66	2	24.4248	17.6871	9.9314	7.1918	38.093
5.66	3	24.4319	17.6921	9.9344	7.1938	38.097
5.66	median	24.4248	17.6871	9.9314	7.1918	38.093
5.67	1	24.4472	17.6420	9.9022	7.1458	38.574
5.67	2	24.5380	17.7062	9.9390	7.1718	38.584
5.67	3	24.6150	17.7500	9.9702	7.1896	38.675
5.67	median	24.5380	17.7062	9.9390	7.1718	38.584
5.68	1	24.5051	17.6980	9.8893	7.1423	38.461
5.68	2	24.5869	17.7519	9.9223	7.1640	38.502
5.68	3	24.6170	17.7920	9.9345	7.1802	38.360
5.68	median	24.5869	17.7519	9.9223	7.1640	38.502
5.69	1	24.6081	17.7798	9.8928	7.1477	38.405
5.69	2	24.7440	17.8201	9.9474	7.1639	38.855
5.69	3	24.7140	17.8719	9.9353	7.1847	38.284
5.69	median	24.7140	17.8201	9.9353	7.1639	38.686
5.70	1	24.7340	17.8082	9.9125	7.1369	38.891
5.70	2	24.7381	17.8649	9.9141	7.1596	38.473
5.70	3	24.8129	17.8971	9.9441	7.1725	38.642
5.70	median	24.7381	17.8649	9.9141	7.1596	38.473
5.71	1	24.7431	17.9200	9.8854	7.1594	38.076
5.71	2	24.8349	17.9901	9.9221	7.1874	38.049
5.71	3	24.8621	18.0058	9.9329	7.1937	38.078
5.71	median	24.8349	17.9901	9.9221	7.1874	38.049
5.72	1	24.8580	17.9698	9.8934	7.1519	38.332
5.72	2	24.9860	18.0581	9.9443	7.1870	38.365
5.72	3	24.9979	18.0771	9.9491	7.1946	38.286
5.72	median	24.9860	18.0581	9.9443	7.1870	38.365
5.73	1	24.9069	18.0390	9.8768	7.1534	38.071
5.73	2	25.0871	18.1091	9.9483	7.1812	38.533
5.73	3	25.0161	18.1191	9.9201	7.1851	38.065
5.73	median	25.0161	18.1091	9.9201	7.1812	38.140
5.74	1	25.0690	18.0891	9.9033	7.1459	38.587
5.74	2	25.0962	18.2281	9.9140	7.2008	37.679
5.74	3	25.1372	18.2071	9.9302	7.1925	38.063
5.74	median	25.0962	18.2071	9.9140	7.1925	37.838
5.75	1	25.0900	18.1539	9.8811	7.1495	38.207
5.75	2	25.2070	18.2278	9.9272	7.1786	38.289
5.75	3	25.2271	18.2409	9.9350	7.1837	38.299
5.75	median	25.2070	18.2278	9.9272	7.1786	38.289
5.76	1	25.1780	18.1949	9.8852	7.1436	38.378
5.76	2	25.1250	18.2841	9.8645	7.1786	37.415
5.76	3	25.2421	18.3148	9.9104	7.1907	37.822
5.76	median	25.1780	18.2841	9.8852	7.1786	37.704
5.77	1	25.3172	18.2488	9.9023	7.1376	38.734
5.77	2	25.3551	18.3179	9.9171	7.1647	38.416
5.77	3	25.4500	18.3339	9.9542	7.1709	38.814
5.77	median	25.3551	18.3179	9.9171	7.1647	38.416
5.78	1	25.3720	18.3358	9.8880	7.1458	38.375
5.78	2	25.4419	18.4052	9.9152	7.1729	38.231
5.78	3	25.4440	18.4000	9.9160	7.1708	38.283
5.78	median	25.4419	18.4000	9.9152	7.1708	38.272
5.79	1	25.4550	18.3780	9.8829	7.1352	38.509
5.79	2	25.5690	18.4500	9.9271	7.1632	38.585
5.79	3	25.5899	18.5020	9.9353	7.1834	38.309
5.79	median	25.5690	18.4500	9.9271	7.1632	38.585
5.80	1	25.5351	18.4300	9.8837	7.1336	38.551
5.80	2	25.5990	18.4870	9.9085	7.1556	38.472
5.80	3	25.6350	18.5041	9.9224	7.1623	38.537
5.80	median	25.5990	18.4870	9.9085	7.1556	38.472
5.81	1	25.5919	18.5308	9.8755	7.1508	38.103
5.81	2	25.6760	18.6021	9.9080	7.1783	38.027
5.81	3	25.7139	18.6200	9.9226	7.1852	38.098
5.81	median	25.6760	18.6021	9.9080	7.1783	38.027
5.82	1	25.4240	18.6031	9.7739	7.1517	36.665
5.82	2	25.7781	18.6479	9.9100	7.1689	38.236
5.82	3	25.8420	18.6701	9.9346	7.1774	38.415
5.82	median	25.7781	18.6479	9.9100	7.1689	38.236
5.83	1	25.7800	18.6419	9.8754	7.1410	38.292
5.83	2	25.8560	18.7371	9.9045	7.1775	37.994
5.83	3	25.8780	18.7800	9.9129	7.1939	37.796
5.83	median	25.8560	18.7371	9.9045	7.1775	37.994
5.84	1	25.9070	18.7681	9.8869	7.1625	38.037
5.84	2	25.9962	18.7790	9.9209	7.1666	38.432
5.84	3	26.0439	18.8050	9.9391	7.1766	38.493
5.84	median	25.9962	18.7790	9.9209	7.1666	38.432
5.85	1	25.9380	18.7528	9.8688	7.1350	38.315
5.85	2	26.0890	18.8859	9.9262	7.1856	38.140
5.85	3	26.0961	18.8680	9.9289	7.1788	38.309
5.85	median	26.0890	18.8680	9.9262	7.1788	38.271
5.86	1	26.0031	18.8329	9.8637	7.1438	38.074
5.86	2	26.1350	18.8680	9.9137	7.1571	38.516
5.86	3	26.1118	18.8689	9.9049	7.1575	38.385
5.86	median	26.1118	18.8680	9.9049	7.1571	38.393
5.87	1	26.1240	18.8739	9.8726	7.1327	38.413
5.87	2	26.2489	18.9722	9.9198	7.1699	38.353
5.87	3	26.3331	18.9471	9.9517	7.1604	38.982
5.87	median	26.2489	18.9471	9.9198	7.1604	38.537
5.88	1	26.2330	18.9440	9.8787	7.1339	38.475
5.88	2	26.3011	18.9788	9.9044	7.1470	38.581
5.88	3	26.3598	19.0032	9.9265	7.1561	38.714
5.88	median	26.3011	18.9788	9.9044	7.1470	38.581
5.89	1	26.3181	18.9869	9.8740	7.1235	38.612
